Steps,Mean,Standard Deviation
0,0.00019102587303492096,0.06972753509085632
1,-0.0002957905676227065,0.06964615707674693
2,0.0001506504260170403,0.06926307310640482
3,0.00018698091923677066,0.06967511999490347
4,9.498787951518021e-05,0.06923466234257425
5,0.00013975017400695867,0.0697827467646086
6,0.00014830747629905074,0.06961501990965167
7,0.00015908923556942232,0.06960841829723616
8,0.00013049305172206912,0.06971635008751202
9,0.00021710087603504,0.06956863752973085
10,0.00013442196087843465,0.06970063288523186
11,0.00016594484579383182,0.06977058834803868
12,-0.00028313634945397874,0.06937350219458942
13,-0.00027200218408736214,0.06976767026543709
14,-0.00019940175207008168,0.06954109013913795
15,-0.0002693676947077877,0.07009905841330696
16,-0.0002940939157566289,0.06982388341020014
17,-0.0002826086403456135,0.06940156584383311
18,0.0002262414496579863,0.06978498808035756
19,-0.0002843103084123372,0.06984188645869235
20,-0.00028348671546861724,0.07008226448093864
21,-0.00032485424216968726,0.07002991726154906
22,-0.0003086816992679727,0.07039602295874865
23,-0.0002924509540381624,0.06918057373700798
24,-0.00035485985839433485,0.06863190416895011
25,-0.0003805213968558714,0.06803069638397592
26,-0.00026690642025680724,0.06984326870051988
27,-0.000314015096603865,0.07010823637846593
28,2.1740837633505084e-05,0.06899916876192859
29,-0.0004314435617424717,0.07048215523946898
30,7.072727709108306e-05,0.07013878597971807
31,-2.1093411736469944e-05,0.06935359751384416
32,-1.5760758430337157e-05,0.06953001943967732
33,-9.228904356174188e-05,0.0695049948015344
34,-7.0889475579031654e-06,0.06974228384561741
35,4.0901404056161766e-05,0.06964861283244103
36,6.744324972998899e-05,0.06977678723608083
37,0.00015733231729269146,0.06931592308910509
38,0.00019799851194047784,0.06950156493667972
39,0.00016922736109444567,0.06965889334711882
40,0.000122229137165487,0.06981600611456809
41,0.0001198303132125288,0.06884343329435026
42,0.00012568928357134407,0.06905174640528795
43,0.00016975375015000562,0.06983083948302651
44,0.00017326979479179145,0.07021305094417381
45,0.0003036457458298296,0.06973690556061667
46,0.00021317549501980219,0.06947186354252069
47,0.00016301720868834604,0.06960130901244956
48,0.00015135348613944252,0.06969601251787044
49,0.00013277911916476684,0.0699008896926648
50,0.00013875915036601341,0.06983997130448799
51,0.000219208808352335,0.069861946106968
52,0.00018785793831753274,0.06940981370333132
53,0.00015486758670346627,0.07044531080020616
54,0.0001994039841593667,0.070695921130841
55,0.00025096927877114894,0.07058344497858948
56,-0.00027405544221768943,0.07044522685732849
57,-0.00019535725429017128,0.0699728755804088
58,-0.0002009269170766826,0.06996232461740359
59,-0.0001924287771510865,0.0696603622142603
60,-0.00020473430937237457,0.06939761035840673
61,0.00011168628345133673,0.06965678576845362
62,0.00011924300972038981,0.07071525283798263
63,3.070553222128821e-05,0.0703503995327493
64,0.0003051687267490671,0.07003536672151534
65,-0.00023473447737909297,0.06932142782302178
66,-0.000178018456738269,0.07067730429601485
67,-0.00022647219488779543,0.06997907713396573
68,-0.00014859872794911874,0.06964094076169508
69,-0.00015984660986439537,0.07012854535380761
70,-0.00020807639505580298,0.07009036121940135
71,-0.00014403084123365082,0.07078633262257335
72,-0.00019031808472338743,0.0700556984969032
73,-0.000191316572662907,0.07107750405305838
74,-0.00018024024960998537,0.07031824630739385
75,0.00013477259090363442,0.06992984037262046
76,0.0001292045841833674,0.07038114964650374
77,-0.0003590761790471631,0.06950198956049922
78,9.826552262090355e-05,0.06963136887535099
79,8.847017880715104e-06,0.07044785752864843
80,-0.00018826605064202535,0.07052931257293595
81,-0.00015258435137405465,0.07070339902601652
82,-0.000152055490219609,0.07021487198117465
83,-0.00012920446417856706,0.07148595242158261
84,-0.00019225364214568597,0.0694567755203051
85,-0.00022471626065042583,0.0701014165657791
86,-0.00017051227649106046,0.0706643343565778
87,-0.00011648923556942298,0.07043037887025329
88,-0.0001223486139445589,0.07158618550074859
89,-0.0001926646105844233,0.07039230116997232
90,-0.0001409215888635559,0.0706691635296174
91,-0.00017819078363134525,0.07109539575874815
92,-0.00012480482419296776,0.07123432428395447
93,0.00031706739469579024,0.07044934969730299
94,-0.00014267867514700515,0.07111008332031116
95,-0.0003563204608184347,0.09377123029514299
96,-0.0003113785911436485,0.09373738402897282
97,7.055358214328638e-05,0.0954685923471351
98,0.00019518562342493611,0.1735278365582194
99,-0.000281906276251049,0.4190468613635113
100,-0.00032532562102483947,0.5656603186830034
101,-0.00023198291131645106,0.5623351980467498
102,0.00014303427337093464,0.14198718969138352
103,0.00011654866194647892,0.125626771814107
104,0.0001857499819992808,0.12131528273045884
105,0.00017156779071162963,0.12024909158344349
106,0.00015228906756270178,0.11852497065302647
107,-0.0002569443657746302,0.11441790245003482
108,-0.00019418859954398014,0.13790749162962967
109,-0.00011924432977319169,0.16418071258676925
110,-0.00015240943237729586,0.18504748928117512
111,-0.00015651117244689654,0.17113858159461762
112,-0.00010828570742829598,0.2590955565457418
113,0.00030604790591623834,0.27943238604020726
114,0.0002073156366254645,0.24741152928067772
115,0.00020408995559822164,0.19134618100255774
116,0.0002446395775831,0.22790781893740342
117,9.750219608784353e-05,0.12465872140882032
118,-0.00011033387735509514,0.13072633181649945
119,-0.0003206404416176652,0.13183852032973933
120,-0.0002751094203768172,0.13724755882780504
121,-0.0002170353774150977,0.13933521841778937
122,-0.00025846811472458734,0.14037911697421715
123,-0.00017080715228609162,0.14493314686875763
124,-0.00019981332053282076,0.14668032435306252
125,-0.00022577062282491426,0.15108853796348792
126,-0.00018129403576143055,0.15487685110218702
127,0.0003405606144245783,0.15172417085560796
128,0.00030563513740549444,0.15428984190700248
129,0.000246163494539782,0.15774435569457804
130,0.00018533896555862387,0.1609352693623537
131,0.0002739380295211793,0.15979549103728638
132,0.00012340400816032745,0.1551870612104909
133,-0.000244872074882994,0.15869165780308994
134,0.00023713846153846076,0.1612910908440077
135,-0.0001375837033481325,0.15756383258890527
136,0.00014695917436697244,0.15576462712534514
137,0.000117077667106683,0.15290340307863787
138,3.4982143285729776e-05,0.15248202563155588
139,0.0001341283331333253,0.1503919896210276
140,-8.420153606144323e-05,0.14862936077929897
141,0.00014285714628585334,0.1379012810974732
142,8.983000120004692e-05,0.13750721375999866
143,9.082426497059846e-05,0.1352397197966782
144,3.217187087483794e-05,0.13682467344723992
145,7.775451818072556e-05,0.12975693440285094
146,0.00010969391575663382,0.126909556975697
147,-0.00021428769950797782,0.12387988286756671
148,-0.0001696348253930162,0.12461867773328018
149,-0.00010131098043921693,0.1202446244016716
150,-5.566581063242575e-05,0.11782640043945188
151,1.6466698667946215e-05,0.11605256398130112
152,9.844267370694576e-05,0.11670696064252292
153,-1.0547413896555922e-05,0.11645438518397609
154,-6.726693867754665e-05,0.11380788200663794
155,-8.753954158166214e-05,0.11337768407166698
156,-9.029571582863434e-05,0.1102644338830263
157,7.242476899075967e-05,0.10877530156837961
158,6.857050282011045e-06,0.10873809112182496
159,-6.158075123004718e-05,0.10599242714896304
160,-1.0528021120831078e-06,0.10712617534666516
161,0.00013125472218888736,0.10455279832616277
162,-3.6916740669626085e-05,0.10383279987448348
163,-8.596075843033778e-05,0.10359437298534568
164,5.3732701308052e-05,0.10296479423313393
165,-2.947368294731871e-05,0.102606794564742
166,-0.00012932142085683487,0.10630321810821833
167,-0.00018311448457938325,0.14483204705494465
168,-0.00018938379935197328,0.12138090402064396
169,0.00012521992079683153,0.10408120641851108
170,9.60997719908807e-05,0.10402843397369607
171,0.00014414702988119465,0.10272504647508793
172,-4.424012960518298e-05,0.1063394165852073
173,5.900734429377229e-05,0.11621303817083173
174,5.484848193927743e-05,0.11427113840519287
175,5.361687267490673e-05,0.10870234299445349
176,4.289213968558799e-05,0.10768355630465593
177,-6.246101044041924e-05,0.10888805467038344
178,0.00011801435257410323,0.10712197623545831
179,1.939644785791338e-05,0.11150883387421806
180,0.00012088359534381399,0.11026126675556859
181,3.43372854914196e-05,0.11087640887085234
182,6.849871594863793e-05,0.11600866478006516
183,0.00010031647665906658,0.12253363796905756
184,0.00014233056522260852,0.14357757245296435
185,0.00019852271690867635,0.256118484929704
186,2.8701788071526798e-06,0.3505006536936642
187,7.143024120964664e-05,0.32041992745573883
188,0.00019207735509420192,0.1915183913429561
189,0.00014789761190447644,0.1528336815224719
190,9.32276011040437e-05,0.111370239318881
191,9.263993759750356e-05,0.083903578382923
192,1.7348253930157138e-05,0.07216001662266815
193,8.484845793831765e-05,0.0704492805196294
194,-0.00017028006720268943,0.07146313374373876
